tid,cid,typ,dt,amt,hrs,paystat,col8
T000914,CASE76,Invoice,05/06/2023,GBP 32129,,overdue,Y
T000915,C00354,Receipt,2023-11-08,846,,Late,Y
T000916,C00066,timesheet,18-01-22,9871,28.8,overdue,
T000917,C00079,timesheet,2021-06-05,24841,38.1,overdue,
T000918,CASE403,expense,2022-01-28,20139,,Pending,X
T000919,C00303,EXP,22-08-21,30939.00,,U,Y
T000920,C00232,EXP,02/10/2022,£40251,,Overdue,Y
T000921,C00040,Timesheet,03/02/2023,£39292,34.3,paid,
T000922,C00197,Expenses,05/03/2021,1610.00,,0,X
T000923,C00304,TIME,12/23/2022,33.909K,12.7,Overdue,
TXN924,CASE105,timesheet,22-08-22,£12550,26.5,,Y
T000925,CASE489,payment,14/05/2021,38.406K,,O,X
T000926,C00389,I,05/10/2023,40.71K,,0,
T000927,CASE395,P,22/02/2022,GBP 21763,,Unpaid,Y
T000928,C00493,Invoice,2022-12-13,5233,,Complete,X
T000929,C00040,Receipt,2021-04-27,28.423K,,Overdue,Y
T000930,C00274,EXP,06-02-23,38412.00,,Unpaid,
T000931,CASE434,EXP,08/09/2023,47.516K,,P,Y
T000932,C00102,Bill,03/07/2023,15815.00,,Pending,
T000933,C00150,Bill,2022-10-27,GBP 45587,,Pending,Y
T000934,C00263,Hours,17/01/2023,£33190,,Overdue,X
T000935,C00160,Invoice,20/11/2022,GBP 38237,,Paid,
T000936,CASE5,Payment,2021-10-05,GBP 15410,,P,Y
T000937,C00296,Expense,15-02-22,GBP 1723,,overdue,X
T000938,C00435,TIME,14-11-23,GBP 42634,22.1,N/A,Y
T000939,C00067,payment,26-08-22,GBP 27168,,Paid,
TXN940,C00141,E,2023-09-18,£13410,,Late,
T000941,CASE431,Bill,02/01/2021,£30012,,O,X
T000942,C00266,INV,07/10/2023,46.082K,,paid,Y
T000943,C00061,Timesheet,07/17/2023,14851,37.2,overdue,Y
T000944,C00040,expense,22-10-23,28452,,Complete,X
T000945,C00122,I,2022-11-12,£49923,,0,Y
T000946,C00385,timesheet,2023-09-18,26012,21.2,U,
T000947,C00273,Timesheet,06/06/2021,2079,26.0,0,X
T000948,C00214,EXP,03/12/2023,48.112K,,overdue,
T000949,C00118,Timesheet,09-05-21,£32756,39.0,Late,
T000950,CASE60,E,10/22/2021,39.455K,,N/A,
T000951,C00144,Expenses,19-05-22,GBP 42929,,0,
T000952,C00450,Timesheet,08/01/2023,39.006K,8.8,Unknown,
T000953,C00261,Bill,11/22/2021,£48385,,O,Y
T000954,C00168,INV,09/11/2023,£26257,,Complete,
T000955,C00259,payment,16-06-21,GBP 38129,,Late,Y
T000956,C00286,Hours,11-12-21,24308,,O,Y
T000957,C00441,P,05-03-23,GBP 10313,,0,
T000958,C00416,expense,11/28/2023,GBP 3078,,Late,Y
T000959,C00292,Bill,21-12-21,38990,,overdue,X
T000960,C00490,expense,02/14/2021,38947.00,,overdue,Y
T000961,C00409,Time,11/04/2023,30.209K,6.7,Unpaid,X
T000962,C00028,Hours,01/08/2022,20270.00,,overdue,
T000963,C00038,invoice,2023-08-01,£44479,,overdue,X
T000964,CASE158,I,13/03/2023,£44458,,Unpaid,Y
T000965,C00076,INV,05/01/2023,£3074,,U,Y
T000966,C00404,Invoice,2022-07-04,48656,,U,
T000967,C00475,Expense,2021-11-28,£38753,,Overdue,
T000968,C00208,Expense,12/19/2021,4055,,N/A,Y
T000969,C00077,Payment,09-09-23,2979,,Late,X
T000970,C00036,E,04/08/2022,GBP 2073,,1,
T000971,C00435,EXP,2022-07-15,47.888K,,O,Y
T000972,C00387,E,04/12/2021,39424,,P,
T000973,CASE316,E,08/06/2023,£33888,,,
T000974,CASE145,timesheet,30/06/2021,32.415K,24.0,Complete,
T000975,C00451,P,02-03-21,38197.00,,paid,X
T000976,C00337,P,08/04/2021,GBP 7997,,unpaid,Y
T000977,C00283,INV,28-08-23,36313.00,,,Y
T000978,C00207,TIME,22-01-23,GBP 29883,38.7,Late,X
T000979,C00342,expense,30/03/2022,4876,,1,
T000980,C00052,E,02/11/2022,39716.00,,unpaid,
T000981,C00096,expense,06/06/2021,£38649,,P,X
T000982,C00113,timesheet,2021-04-04,27644,16.0,Complete,
TXN983,C00365,Bill,30/01/2022,GBP 46901,,paid,X
T000984,C00245,Receipt,2022-04-25,17969.00,,Paid,Y
T000985,C00332,Hours,02/27/2021,48121.00,,Complete,X
T000986,C00388,Receipt,19/12/2022,18.845K,,Late,
T000987,C00306,I,18/03/2023,12.269K,,overdue,
T000988,C00006,Receipt,29-11-23,19610.00,,Pending,X
T000989,C00193,Expense,12/16/2021,34.36K,,O,
T000990,C00323,Expense,11/01/2023,40536.00,,Pending,X
T000991,C00094,timesheet,09-11-23,34608,12.9,Overdue,X
T000992,C00456,expense,19-03-23,£44553,,Overdue,X
T000993,C00098,invoice,2021-02-07,£14069,,U,X
T000994,C00047,Timesheet,18/06/2023,GBP 43162,4.8,1,X
T000995,CASE23,I,2022-08-17,£43846,,0,X
T000996,C00186,EXP,2023-07-29,GBP 21935,,,X
T000997,C00383,invoice,14/02/2023,GBP 17847,,Overdue,
T000998,C00213,INV,2021-08-29,28.057K,,Overdue,Y
T000999,C00152,E,14/09/2022,42363,,,Y
T001000,C00211,Bill,13/11/2022,19990.00,,,
