transaction_id,case_id,transaction_type,transaction_date,amount_gbp,hours_worked,payment_status
TXN000849,CASE0207,Invoice,04/11/2022,6397,,Unpaid
TXN000850,CASE0018,Expense,03/04/2022,39235,,Paid
TXN000851,CASE0267,Payment,22/04/2021,49250,,Unpaid
TXN000852,CASE0334,Timesheet,18/09/2023,40831,22.0,Pending
TXN000853,CASE0116,Invoice,23/11/2022,785,,Overdue
TXN000854,CASE0397,Other,01/09/2021,8483,,Paid
TXN000855,CASE0385,Invoice,31/05/2021,19533,,Pending
TXN000856,CASE0364,Expense,30/12/2021,42245,,Overdue
TXN000857,CASE0094,Timesheet,28/07/2023,9478,2.0,Overdue
TXN000858,CASE0300,Payment,12/10/2023,32002,,Overdue
TXN000859,CASE0074,Other,07/01/2021,9552,,Pending
TXN000860,CASE0258,Payment,14/03/2023,31182,,Pending
TXN000861,CASE0342,Payment,14/02/2021,45834,,Overdue
TXN000862,CASE0218,Timesheet,04/09/2021,42231,38.8,Paid
TXN000863,CASE0209,Invoice,20/03/2023,47404,,Unpaid
TXN000864,CASE0327,Timesheet,04/02/2022,16580,4.2,Pending
TXN000865,CASE0359,Other,24/02/2021,11108,,Paid
TXN000866,CASE0076,Invoice,25/10/2021,2068,,Paid
TXN000867,CASE0059,Other,25/05/2021,9879,,Paid
TXN000868,CASE0110,Expense,08/06/2023,17252,,Overdue
TXN000869,CASE0387,Expense,13/03/2023,21202,,Pending
TXN000870,CASE0189,Invoice,24/02/2023,24945,,Overdue
TXN000871,CASE0404,Timesheet,01/04/2022,47535,21.7,Overdue
TXN000872,CASE0275,Timesheet,25/06/2022,34191,,Overdue
TXN000873,CASE0053,Payment,03/12/2023,31648,,Paid
TXN000874,CASE0100,Invoice,21/11/2023,13867,,Paid
TXN000875,CASE0369,Other,13/12/2023,26441,,Paid
TXN000876,CASE0336,Expense,01/05/2023,13257,,Pending
TXN000877,CASE0174,Invoice,29/03/2021,49380,,Paid
TXN000878,CASE0285,Payment,16/05/2022,15658,,Unpaid
TXN000879,CASE0125,Invoice,23/02/2021,9635,,Pending
TXN000880,CASE0005,Invoice,06/12/2021,5001,,Unpaid
TXN000881,CASE0204,Expense,09/03/2021,22231,,Paid
TXN000882,CASE0391,Invoice,22/12/2023,22818,,Pending
TXN000883,CASE0470,Invoice,17/10/2022,40247,,Pending
TXN000884,CASE0423,Payment,27/04/2023,8553,,Paid
TXN000885,CASE0097,Invoice,15/04/2021,52,,Unpaid
TXN000886,CASE0452,Invoice,25/09/2021,26290,,Overdue
TXN000887,CASE0161,Expense,04/11/2023,34576,,Overdue
TXN000888,CASE0104,Other,19/02/2023,19466,,Overdue
TXN000889,CASE0110,Timesheet,06/01/2023,22774,,Paid
TXN000890,CASE0215,Expense,20/12/2023,25806,,Unpaid
TXN000891,CASE0461,Payment,15/02/2021,15837,,Unpaid
TXN000892,CASE0221,Timesheet,09/07/2023,5970,4.9,Paid
TXN000893,CASE0136,Payment,08/12/2022,29926,,Unpaid
TXN000894,CASE0351,Expense,21/05/2021,10158,,Paid
TXN000895,CASE0386,Expense,17/04/2023,22455,,Paid
TXN000896,CASE0317,Timesheet,11/09/2021,43443,31.1,Pending
TXN000897,CASE0390,Invoice,01/06/2022,10994,,Overdue
TXN000898,CASE0245,Payment,09/10/2021,10921,,Unpaid
TXN000899,CASE0280,Expense,05/05/2021,6200,,Pending
TXN000900,CASE0190,Expense,31/12/2022,22569,,Unpaid
TXN000901,CASE0483,Payment,16/10/2023,13670,,Paid
TXN000902,CASE0410,Payment,26/06/2022,9095,,Paid
TXN000903,CASE0112,Expense,22/01/2021,2098,,Overdue
TXN000904,CASE0223,Payment,09/08/2022,42317,,Paid
TXN000905,CASE0160,Timesheet,14/10/2022,4155,20.2,Unpaid
TXN000906,CASE0401,Other,14/09/2023,14142,,Overdue
TXN000907,CASE0257,Payment,05/08/2023,43014,,Pending
TXN000908,CASE0109,Timesheet,26/10/2023,46654,4.7,Paid
TXN000909,CASE0373,Invoice,04/07/2022,27662,,Paid
TXN000910,CASE0351,Timesheet,17/10/2021,41957,15.9,Pending
TXN000911,CASE0135,Expense,01/01/2022,12625,,Pending
TXN000912,CASE0339,Invoice,11/01/2021,9714,,Paid
TXN000913,CASE0211,Payment,19/05/2021,20078,,Overdue
TXN000914,CASE0076,Invoice,05/06/2023,32129,,Overdue
TXN000915,CASE0354,Payment,08/11/2023,846,,Overdue
TXN000916,CASE0066,Timesheet,18/01/2022,9871,28.8,Overdue
TXN000917,CASE0079,Timesheet,05/06/2021,24841,38.1,Overdue
TXN000918,CASE0403,Expense,28/01/2022,20139,,Unpaid
TXN000919,CASE0303,Expense,22/08/2021,30939,,Unpaid
TXN000920,CASE0232,Expense,02/10/2022,40251,,Overdue
TXN000921,CASE0040,Timesheet,03/02/2023,39292,34.3,Paid
TXN000922,CASE0197,Expense,05/03/2021,1610,,Unpaid
TXN000923,CASE0304,Timesheet,23/12/2022,33909,12.7,Overdue
TXN000924,CASE0105,Timesheet,22/08/2022,12550,26.5,Pending
TXN000925,CASE0489,Payment,14/05/2021,38406,,Overdue
TXN000926,CASE0389,Other,05/10/2023,40710,,Unpaid
TXN000927,CASE0395,Other,22/02/2022,21763,,Unpaid
TXN000928,CASE0493,Invoice,13/12/2022,5233,,Paid
TXN000929,CASE0040,Payment,27/04/2021,28423,,Overdue
TXN000930,CASE0274,Expense,06/02/2023,38412,,Unpaid
TXN000931,CASE0434,Expense,08/09/2023,47516,,Paid
TXN000932,CASE0102,Invoice,03/07/2023,15815,,Unpaid
TXN000933,CASE0150,Invoice,27/10/2022,45587,,Unpaid
TXN000934,CASE0263,Timesheet,17/01/2023,33190,,Overdue
TXN000935,CASE0160,Invoice,20/11/2022,38237,,Paid
TXN000936,CASE0005,Payment,05/10/2021,15410,,Paid
TXN000937,CASE0296,Expense,15/02/2022,1723,,Overdue
TXN000938,CASE0435,Timesheet,14/11/2023,42634,22.1,Pending
TXN000939,CASE0067,Payment,26/08/2022,27168,,Paid
TXN000940,CASE0141,Other,18/09/2023,13410,,Overdue
TXN000941,CASE0431,Invoice,02/01/2021,30012,,Overdue
TXN000942,CASE0266,Invoice,07/10/2023,46082,,Paid
TXN000943,CASE0061,Timesheet,17/07/2023,14851,37.2,Overdue
TXN000944,CASE0040,Expense,22/10/2023,28452,,Paid
TXN000945,CASE0122,Other,12/11/2022,49923,,Unpaid
TXN000946,CASE0385,Timesheet,18/09/2023,26012,21.2,Unpaid
TXN000947,CASE0273,Timesheet,06/06/2021,2079,26.0,Unpaid
TXN000948,CASE0214,Expense,03/12/2023,48112,,Overdue
TXN000949,CASE0118,Timesheet,09/05/2021,32756,39.0,Overdue
TXN000950,CASE0060,Other,22/10/2021,39455,,Pending
TXN000951,CASE0144,Expense,19/05/2022,42929,,Unpaid
TXN000952,CASE0450,Timesheet,08/01/2023,39006,8.8,Pending
TXN000953,CASE0261,Invoice,22/11/2021,48385,,Overdue
TXN000954,CASE0168,Invoice,09/11/2023,26257,,Paid
TXN000955,CASE0259,Payment,16/06/2021,38129,,Overdue
TXN000956,CASE0286,Timesheet,11/12/2021,24308,,Overdue
TXN000957,CASE0441,Other,05/03/2023,10313,,Unpaid
TXN000958,CASE0416,Expense,28/11/2023,3078,,Overdue
TXN000959,CASE0292,Invoice,21/12/2021,38990,,Overdue
TXN000960,CASE0490,Expense,14/02/2021,38947,,Overdue
TXN000961,CASE0409,Timesheet,11/04/2023,30209,6.7,Unpaid
TXN000962,CASE0028,Timesheet,01/08/2022,20270,,Overdue
TXN000963,CASE0038,Invoice,01/08/2023,44479,,Overdue
TXN000964,CASE0158,Other,13/03/2023,44458,,Unpaid
TXN000965,CASE0076,Invoice,05/01/2023,3074,,Unpaid
TXN000966,CASE0404,Invoice,04/07/2022,48656,,Unpaid
TXN000967,CASE0475,Expense,28/11/2021,38753,,Overdue
TXN000968,CASE0208,Expense,19/12/2021,4055,,Pending
TXN000969,CASE0077,Payment,09/09/2023,2979,,Overdue
TXN000970,CASE0036,Other,04/08/2022,2073,,Paid
TXN000971,CASE0435,Expense,15/07/2022,47888,,Overdue
TXN000972,CASE0387,Other,04/12/2021,39424,,Paid
TXN000973,CASE0316,Other,08/06/2023,33888,,Pending
TXN000974,CASE0145,Timesheet,30/06/2021,32415,24.0,Paid
TXN000975,CASE0451,Other,02/03/2021,38197,,Paid
TXN000976,CASE0337,Other,08/04/2021,7997,,Unpaid
TXN000977,CASE0283,Invoice,28/08/2023,36313,,Pending
TXN000978,CASE0207,Timesheet,22/01/2023,29883,38.7,Overdue
TXN000979,CASE0342,Expense,30/03/2022,4876,,Paid
TXN000980,CASE0052,Other,02/11/2022,39716,,Unpaid
TXN000981,CASE0096,Expense,06/06/2021,38649,,Paid
TXN000982,CASE0113,Timesheet,04/04/2021,27644,16.0,Paid
TXN000983,CASE0365,Invoice,30/01/2022,46901,,Paid
TXN000984,CASE0245,Payment,25/04/2022,17969,,Paid
TXN000985,CASE0332,Timesheet,27/02/2021,48121,,Paid
TXN000986,CASE0388,Payment,19/12/2022,18845,,Overdue
TXN000987,CASE0306,Other,18/03/2023,12269,,Overdue
TXN000988,CASE0006,Payment,29/11/2023,19610,,Unpaid
TXN000989,CASE0193,Expense,16/12/2021,34360,,Overdue
TXN000990,CASE0323,Expense,11/01/2023,40536,,Unpaid
TXN000991,CASE0094,Timesheet,09/11/2023,34608,12.9,Overdue
TXN000992,CASE0456,Expense,19/03/2023,44553,,Overdue
TXN000993,CASE0098,Invoice,07/02/2021,14069,,Unpaid
TXN000994,CASE0047,Timesheet,18/06/2023,43162,4.8,Paid
TXN000995,CASE0023,Other,17/08/2022,43846,,Unpaid
TXN000996,CASE0186,Expense,29/07/2023,21935,,Pending
TXN000997,CASE0383,Invoice,14/02/2023,17847,,Overdue
TXN000998,CASE0213,Invoice,29/08/2021,28057,,Overdue
TXN000999,CASE0152,Other,14/09/2022,42363,,Pending
TXN001000,CASE0211,Invoice,13/11/2022,19990,,Pending
