case_id,customer_id,solicitor_name,case_type,case_status,case_value_gbp,total_timesheet_amount_gbp,total_expense_amount_gbp,total_invoice_amount_gbp,total_payment_amount_gbp,total_hours_billed,outstanding_amount_gbp,payment_risk_band
CASE0466,100,Charles Thompson,Wills & Probate,Open,152826.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0467,64,Patricia White,Intellectual Property,Closed,192997.0,26096.0,0.0,26096.0,0.0,38.5,26096.0,Medium
CASE0468,121,Patricia White,Family Law,Closed,144317.0,0.0,15278.0,15278.0,0.0,0.0,15278.0,Low
CASE0469,93,David Taylor,Contract Law,Open,335361.0,33521.0,0.0,33521.0,1957.0,7.8,31564.0,Medium
CASE0470,17,James Davies,General,Pending,17920.0,0.0,26717.0,61263.0,0.0,0.0,61263.0,Medium
CASE0471,79,Jennifer Thomas,Conveyancing,Pending,457661.0,39825.0,0.0,39825.0,0.0,36.4,39825.0,Medium
CASE0472,141,Daniel Hughes,Employment,Open,451969.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0473,101,Jennifer Thomas,Conveyancing,Open,385461.0,43592.0,0.0,43592.0,0.0,0.0,43592.0,Medium
CASE0474,65,James Davies,Wills & Probate,Open,451326.0,14418.0,0.0,14418.0,0.0,0.0,14418.0,Low
CASE0475,156,Daniel Hughes,Family Law,Open,58796.0,0.0,70805.0,45201.0,0.0,0.0,45201.0,Medium
CASE0476,166,Robert Smith,Conveyancing,Closed,19482.0,0.0,0.0,0.0,48246.0,0.0,0.0,Low
CASE0477,153,Jennifer Thomas,Wills & Probate,Closed,489149.0,0.0,0.0,0.0,33193.0,0.0,0.0,Low
CASE0478,5,Jennifer Thomas,Corporate,Closed,304195.0,0.0,0.0,1691.0,18663.0,0.0,0.0,Low
CASE0479,139,Richard Evans,Wills & Probate,Pending,263543.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0480,39,James Davies,Contract Law,Closed,404447.0,49903.0,48787.0,98690.0,0.0,34.8,98690.0,Medium
CASE0481,79,Susan Robinson,Employment,Closed,459136.0,0.0,79854.0,79854.0,0.0,0.0,79854.0,Medium
CASE0482,131,Sarah Jones,Family Law,Open,140672.0,0.0,26917.0,26917.0,37598.0,0.0,0.0,Low
CASE0483,62,Daniel Hughes,Employment,Closed,234519.0,0.0,0.0,0.0,13670.0,0.0,0.0,Low
CASE0484,78,Michael Brown,Employment,Closed,492243.0,0.0,0.0,12880.0,0.0,0.0,12880.0,Low
CASE0485,36,Susan Robinson,General,Open,169977.0,29510.0,0.0,29510.0,0.0,38.0,29510.0,Medium
CASE0486,41,Sarah Jones,General,Closed,197508.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0487,74,Emma Wilson,Conveyancing,Closed,108534.0,0.0,0.0,37104.0,0.0,0.0,37104.0,Medium
CASE0488,130,Daniel Hughes,General,Closed,471932.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0489,25,Jennifer Thomas,Commercial,Pending,448714.0,30477.0,0.0,30477.0,75064.0,0.0,0.0,Low
CASE0490,67,Sarah Jones,Employment,Closed,100168.0,0.0,71408.0,71408.0,0.0,0.0,71408.0,Medium
CASE0491,91,Jennifer Thomas,Commercial,Closed,312167.0,0.0,0.0,1524.0,0.0,0.0,1524.0,Low
CASE0492,72,Karen Edwards,Contract Law,Open,299124.0,11313.0,0.0,11313.0,54122.0,23.3,0.0,Low
CASE0493,139,Jennifer Thomas,Intellectual Property,Open,316535.0,19501.0,46709.0,18550.0,0.0,5.4,18550.0,Low
CASE0494,158,Daniel Hughes,Intellectual Property,Closed,252446.0,16251.0,0.0,16251.0,0.0,32.9,16251.0,Low
CASE0495,123,Andrew Roberts,Property Law,Closed,150921.0,0.0,16137.0,16137.0,0.0,0.0,16137.0,Low
CASE0496,41,Jennifer Thomas,Corporate,Open,75944.0,0.0,15930.0,15930.0,39026.0,0.0,0.0,Low
CASE0497,65,Robert Smith,Corporate,Open,23261.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0498,133,Charles Thompson,Litigation,Open,98788.0,0.0,13563.0,15997.0,0.0,0.0,15997.0,Low
CASE0499,42,Karen Edwards,Contract Law,Closed,13859.0,0.0,0.0,19574.0,0.0,0.0,19574.0,Low
CASE0500,32,Charles Thompson,Immigration,Open,468794.0,0.0,0.0,44540.0,0.0,0.0,44540.0,Medium
