tid,cid,typ,dt,amt,hrs,paystat,col8
TXN919,C00427,Hours,07/10/2023,27.797K,,0,Y
T000920,C00088,PAY,27-02-23,£31530,,O,Y
T000921,C00121,Payment,20/02/2023,40.579K,,1,
T000922,CASE367,Bill,01-10-23,18006.00,,paid,X
T000923,C00296,Receipt,19/05/2021,27850,,unpaid,
T000924,C00193,EXP,30-01-23,36072,,overdue,X
T000925,C00420,Time,27/04/2021,15334.00,16.5,Complete,Y
T000926,C00317,EXP,2023-06-13,GBP 6537,,Unknown,Y
T000927,C00051,INV,24-08-23,33.336K,,O,Y
TXN928,C00471,Expense,2021-03-06,GBP 46600,,Pending,
T000929,C00058,Receipt,2023-10-08,11314,,Overdue,
T000930,C00167,Receipt,2021-08-05,GBP 30060,,P,
T000931,C00337,TIME,17/12/2022,19.165K,19.9,Complete,Y
T000932,C00438,EXP,14-09-21,28911.00,,U,X
T000933,C00352,invoice,21/05/2021,3434.00,,1,X
T000934,CASE471,TIME,05-01-21,GBP 45057,10.2,paid,X
T000935,C00186,Expenses,03-10-23,£30101,,,X
T000936,C00305,TIME,2021-07-17,31382.00,27.6,unpaid,Y
T000937,C00399,Receipt,2023-05-19,35742,,1,
T000938,C00046,expense,30/01/2022,12178.00,,1,
TXN939,C00018,P,05-07-22,40.313K,,P,
TXN940,C00142,Invoice,04/09/2023,GBP 37631,,Paid,X
TXN941,C00272,EXP,19/11/2023,£31647,,Unknown,Y
T000942,C00259,TIME,04/23/2021,35.262K,25.9,Overdue,
TXN943,C00341,PAY,2022-05-21,GBP 24006,,U,
T000944,C00432,INV,2023-10-30,42063,,Unpaid,X
T000945,C00370,invoice,2021-05-06,33.01K,,,Y
T000946,C00127,Expense,31-05-22,23549,,N/A,X
T000947,C00053,invoice,22/09/2022,36.085K,,O,
T000948,CASE62,invoice,2022-12-04,£9675,,O,Y
T000949,C00211,I,30-06-23,£6404,,overdue,X
T000950,C00073,Receipt,11/12/2022,39982.00,,N/A,
T000951,C00254,EXP,04-04-21,GBP 20978,,Pending,
T000952,C00496,Timesheet,2022-07-11,7384,12.6,N/A,
T000953,C00240,Time,23/08/2021,38.02K,29.1,P,X
T000954,C00193,PAY,01/20/2022,14.994K,,,X
T000955,C00274,Invoice,19/11/2023,5926,,0,X
T000956,C00072,EXP,19/11/2021,£7774,,,Y
T000957,C00229,Bill,28/08/2023,£40932,,Paid,X
T000958,C00264,PAY,2021-08-22,GBP 9327,,Unpaid,
TXN959,C00399,I,11-12-22,47413.00,,Overdue,X
T000960,CASE55,Hours,07-10-22,12.733K,,,Y
T000961,C00096,P,27/02/2021,£12133,,N/A,X
T000962,C00072,I,01-01-23,42131,,1,
T000963,C00265,Expense,02/11/2022,17.031K,,1,
T000964,C00255,Invoice,06-02-23,£19916,,Late,Y
T000965,C00041,invoice,01/01/2024,GBP 34750,,overdue,Y
T000966,C00263,Receipt,03/27/2022,GBP 25277,,Complete,
T000967,C00352,Hours,08/15/2023,GBP 22455,,U,Y
T000968,C00297,TIME,2022-05-20,13452,19.4,P,
TXN969,C00228,P,2022-07-11,43984,,U,X
T000970,C00378,I,01-02-21,GBP 23916,,N/A,X
T000971,C00335,PAY,05/10/2023,£3228,,,Y
T000972,C00130,timesheet,26/11/2022,£27421,6.1,O,X
T000973,C00120,timesheet,2023-12-18,£2983,36.5,U,Y
T000974,C00266,INV,27/11/2021,16972,,Paid,Y
T000975,C00430,Hours,07/08/2023,3072.00,,unpaid,X
T000976,C00259,I,27/09/2022,37381,,Paid,X
T000977,C00133,Time,01/24/2021,£10103,32.2,unpaid,
T000978,CASE400,timesheet,03/23/2022,44.613K,15.0,0,X
T000979,CASE164,Receipt,17-08-23,8444.00,,unpaid,
TXN980,CASE382,payment,11-12-21,18.093K,,Overdue,Y
T000981,C00129,I,03/11/2023,27320,,paid,
T000982,C00388,PAY,03/19/2023,£3002,,0,
T000983,C00255,expense,03/01/2021,39378.00,,Late,
T000984,C00421,PAY,04-10-21,47260.00,,paid,
T000985,C00061,PAY,19-02-23,233,,0,Y
T000986,C00217,payment,14-08-21,39.655K,,1,
T000987,C00208,EXP,01/01/2023,35.691K,,Late,X
T000988,CASE497,INV,10/31/2023,3656,,Paid,Y
T000989,C00166,Time,2022-01-04,GBP 36003,15.2,Complete,X
T000990,C00376,Timesheet,2022-11-21,39778.00,10.8,Late,X
T000991,C00377,Payment,11/01/2023,27694,,Unpaid,
T000992,C00140,EXP,08/15/2021,GBP 28207,,Overdue,Y
T000993,C00485,Bill,03/30/2023,21.598K,,Complete,X
T000994,C00071,Payment,09/21/2021,4280,,Complete,X
T000995,C00028,Hours,2023-09-30,42801.00,,Unknown,Y
T000996,C00375,Bill,05/06/2021,4225.00,,Late,Y
T000997,CASE38,PAY,18/08/2021,37.673K,,Unpaid,
T000998,C00238,E,09/08/2022,£32955,,Unknown,Y
T000999,CASE93,EXP,24-08-23,GBP 13005,,Pending,X
T001000,C00097,Bill,10/01/2022,GBP 47740,,Pending,
