transaction_id,case_id,transaction_type,transaction_date,amount_gbp,hours_worked,payment_status
TXN000847,CASE0086,Other,01/03/2022,42342,,Overdue
TXN000848,CASE0299,Other,17/08/2022,16900,,Paid
TXN000849,CASE0152,Timesheet,04/03/2022,28050,31.8,Unpaid
TXN000850,CASE0411,Other,19/12/2022,19451,,Paid
TXN000851,CASE0108,Invoice,13/10/2021,22240,,Overdue
TXN000852,CASE0329,Other,17/07/2023,32372,,Unpaid
TXN000853,CASE0177,Expense,01/05/2022,38543,,Paid
TXN000854,CASE0228,Invoice,09/11/2022,24479,,Unpaid
TXN000855,CASE0031,Invoice,24/03/2023,32937,,Unpaid
TXN000856,CASE0432,Expense,08/06/2022,12515,,Pending
TXN000857,CASE0001,Invoice,23/11/2022,8772,,Paid
TXN000858,CASE0139,Expense,29/06/2021,3414,,Pending
TXN000859,CASE0360,Other,20/09/2023,33082,,Paid
TXN000860,CASE0334,Other,24/09/2022,14764,,Unpaid
TXN000861,CASE0233,Invoice,23/04/2021,12679,,Paid
TXN000862,CASE0332,Timesheet,09/07/2023,18572,26.8,Paid
TXN000863,CASE0434,Invoice,24/02/2021,8861,,Overdue
TXN000864,CASE0388,Timesheet,13/05/2022,14949,15.4,Unpaid
TXN000865,CASE0420,Expense,02/04/2022,34896,,Paid
TXN000866,CASE0168,Payment,18/08/2023,856,,Paid
TXN000867,CASE0449,Other,12/09/2023,32817,,Paid
TXN000868,CASE0391,Timesheet,10/02/2022,40984,5.9,Overdue
TXN000869,CASE0443,Timesheet,03/11/2023,11792,24.5,Overdue
TXN000870,CASE0361,Expense,27/11/2023,24228,,Pending
TXN000871,CASE0042,Payment,06/06/2022,33396,,Pending
TXN000872,CASE0055,Other,17/06/2022,899,,Unpaid
TXN000873,CASE0207,Expense,05/05/2023,31654,,Paid
TXN000874,CASE0237,Payment,13/01/2023,25527,,Overdue
TXN000875,CASE0164,Timesheet,04/11/2023,5383,,Paid
TXN000876,CASE0437,Other,07/02/2021,25961,,Pending
TXN000877,CASE0250,Payment,13/12/2023,17418,,Paid
TXN000878,CASE0191,Payment,23/02/2021,12249,,Unpaid
TXN000879,CASE0323,Timesheet,19/08/2023,46947,31.3,Pending
TXN000880,CASE0120,Payment,09/09/2023,27706,,Paid
TXN000881,CASE0028,Invoice,31/07/2023,43938,,Paid
TXN000882,CASE0165,Timesheet,29/12/2021,2055,37.7,Unpaid
TXN000883,CASE0344,Payment,01/07/2022,31498,,Overdue
TXN000884,CASE0272,Timesheet,26/12/2023,33200,21.8,Paid
TXN000885,CASE0126,Other,28/01/2023,29013,,Pending
TXN000886,CASE0441,Other,25/04/2023,41281,,Overdue
TXN000887,CASE0116,Other,26/11/2021,23186,,Pending
TXN000888,CASE0237,Invoice,12/12/2023,41124,,Unpaid
TXN000889,CASE0181,Invoice,06/07/2023,37864,,Unpaid
TXN000890,CASE0267,Other,08/07/2023,26562,,Paid
TXN000891,CASE0373,Timesheet,06/10/2022,3990,9.5,Pending
TXN000892,CASE0483,Other,23/07/2023,29979,,Unpaid
TXN000893,CASE0490,Other,11/02/2023,47503,,Unpaid
TXN000894,CASE0085,Other,30/07/2023,28550,,Paid
TXN000895,CASE0121,Other,22/06/2022,26094,,Paid
TXN000896,CASE0041,Payment,22/05/2021,19223,,Paid
TXN000897,CASE0003,Other,28/11/2022,41433,,Paid
TXN000898,CASE0498,Timesheet,16/07/2021,23672,16.7,Paid
TXN000899,CASE0379,Expense,11/06/2021,34404,,Unpaid
TXN000900,CASE0123,Invoice,29/01/2022,27289,,Pending
TXN000901,CASE0148,Payment,24/12/2022,4823,,Overdue
TXN000902,CASE0105,Timesheet,13/08/2022,43816,20.4,Unpaid
TXN000903,CASE0140,Other,23/04/2023,19657,,Paid
TXN000904,CASE0060,Timesheet,18/06/2023,37875,,Unpaid
TXN000905,CASE0070,Timesheet,18/04/2023,41244,26.7,Pending
TXN000906,CASE0359,Timesheet,22/11/2022,22552,31.3,Paid
TXN000907,CASE0316,Other,27/02/2023,8745,,Overdue
TXN000908,CASE0183,Payment,17/04/2022,38878,,Paid
TXN000909,CASE0158,Other,03/12/2022,2009,,Paid
TXN000910,CASE0175,Expense,05/08/2022,14633,,Paid
TXN000911,CASE0376,Timesheet,10/11/2022,25745,20.6,Overdue
TXN000912,CASE0139,Timesheet,10/11/2021,2364,3.1,Overdue
TXN000913,CASE0413,Expense,24/07/2022,45814,,Paid
TXN000914,CASE0346,Timesheet,02/06/2021,38576,30.5,Pending
TXN000915,CASE0395,Expense,03/06/2022,8256,,Overdue
TXN000916,CASE0464,Timesheet,13/06/2023,17170,14.2,Overdue
TXN000917,CASE0437,Other,29/01/2022,11919,,Overdue
TXN000918,CASE0158,Expense,22/04/2022,40100,,Pending
TXN000919,CASE0427,Timesheet,07/10/2023,27797,,Unpaid
TXN000920,CASE0088,Payment,27/02/2023,31530,,Overdue
TXN000921,CASE0121,Payment,20/02/2023,40579,,Paid
TXN000922,CASE0367,Invoice,01/10/2023,18006,,Paid
TXN000923,CASE0296,Payment,19/05/2021,27850,,Unpaid
TXN000924,CASE0193,Expense,30/01/2023,36072,,Overdue
TXN000925,CASE0420,Timesheet,27/04/2021,15334,16.5,Paid
TXN000926,CASE0317,Expense,13/06/2023,6537,,Pending
TXN000927,CASE0051,Invoice,24/08/2023,33336,,Overdue
TXN000928,CASE0471,Expense,06/03/2021,46600,,Unpaid
TXN000929,CASE0058,Payment,08/10/2023,11314,,Overdue
TXN000930,CASE0167,Payment,05/08/2021,30060,,Paid
TXN000931,CASE0337,Timesheet,17/12/2022,19165,19.9,Paid
TXN000932,CASE0438,Expense,14/09/2021,28911,,Unpaid
TXN000933,CASE0352,Invoice,21/05/2021,3434,,Paid
TXN000934,CASE0471,Timesheet,05/01/2021,45057,10.2,Paid
TXN000935,CASE0186,Expense,03/10/2023,30101,,Pending
TXN000936,CASE0305,Timesheet,17/07/2021,31382,27.6,Unpaid
TXN000937,CASE0399,Payment,19/05/2023,35742,,Paid
TXN000938,CASE0046,Expense,30/01/2022,12178,,Paid
TXN000939,CASE0018,Other,05/07/2022,40313,,Paid
TXN000940,CASE0142,Invoice,04/09/2023,37631,,Paid
TXN000941,CASE0272,Expense,19/11/2023,31647,,Pending
TXN000942,CASE0259,Timesheet,23/04/2021,35262,25.9,Overdue
TXN000943,CASE0341,Payment,21/05/2022,24006,,Unpaid
TXN000944,CASE0432,Invoice,30/10/2023,42063,,Unpaid
TXN000945,CASE0370,Invoice,06/05/2021,33010,,Pending
TXN000946,CASE0127,Expense,31/05/2022,23549,,Pending
TXN000947,CASE0053,Invoice,22/09/2022,36085,,Overdue
TXN000948,CASE0062,Invoice,04/12/2022,9675,,Overdue
TXN000949,CASE0211,Other,30/06/2023,6404,,Overdue
TXN000950,CASE0073,Payment,11/12/2022,39982,,Pending
TXN000951,CASE0254,Expense,04/04/2021,20978,,Unpaid
TXN000952,CASE0496,Timesheet,11/07/2022,7384,12.6,Pending
TXN000953,CASE0240,Timesheet,23/08/2021,38020,29.1,Paid
TXN000954,CASE0193,Payment,20/01/2022,14994,,Pending
TXN000955,CASE0274,Invoice,19/11/2023,5926,,Unpaid
TXN000956,CASE0072,Expense,19/11/2021,7774,,Pending
TXN000957,CASE0229,Invoice,28/08/2023,40932,,Paid
TXN000958,CASE0264,Payment,22/08/2021,9327,,Unpaid
TXN000959,CASE0399,Other,11/12/2022,47413,,Overdue
TXN000960,CASE0055,Timesheet,07/10/2022,12733,,Pending
TXN000961,CASE0096,Other,27/02/2021,12133,,Pending
TXN000962,CASE0072,Other,01/01/2023,42131,,Paid
TXN000963,CASE0265,Expense,02/11/2022,17031,,Paid
TXN000964,CASE0255,Invoice,06/02/2023,19916,,Overdue
TXN000965,CASE0041,Invoice,01/01/2024,34750,,Overdue
TXN000966,CASE0263,Payment,27/03/2022,25277,,Paid
TXN000967,CASE0352,Timesheet,15/08/2023,22455,,Unpaid
TXN000968,CASE0297,Timesheet,20/05/2022,13452,19.4,Paid
TXN000969,CASE0228,Other,11/07/2022,43984,,Unpaid
TXN000970,CASE0378,Other,01/02/2021,23916,,Pending
TXN000971,CASE0335,Payment,05/10/2023,3228,,Pending
TXN000972,CASE0130,Timesheet,26/11/2022,27421,6.1,Overdue
TXN000973,CASE0120,Timesheet,18/12/2023,2983,36.5,Unpaid
TXN000974,CASE0266,Invoice,27/11/2021,16972,,Paid
TXN000975,CASE0430,Timesheet,07/08/2023,3072,,Unpaid
TXN000976,CASE0259,Other,27/09/2022,37381,,Paid
TXN000977,CASE0133,Timesheet,24/01/2021,10103,32.2,Unpaid
TXN000978,CASE0400,Timesheet,23/03/2022,44613,15.0,Unpaid
TXN000979,CASE0164,Payment,17/08/2023,8444,,Unpaid
TXN000980,CASE0382,Payment,11/12/2021,18093,,Overdue
TXN000981,CASE0129,Other,03/11/2023,27320,,Paid
TXN000982,CASE0388,Payment,19/03/2023,3002,,Unpaid
TXN000983,CASE0255,Expense,03/01/2021,39378,,Overdue
TXN000984,CASE0421,Payment,04/10/2021,47260,,Paid
TXN000985,CASE0061,Payment,19/02/2023,233,,Unpaid
TXN000986,CASE0217,Payment,14/08/2021,39655,,Paid
TXN000987,CASE0208,Expense,01/01/2023,35691,,Overdue
TXN000988,CASE0497,Invoice,31/10/2023,3656,,Paid
TXN000989,CASE0166,Timesheet,04/01/2022,36003,15.2,Paid
TXN000990,CASE0376,Timesheet,21/11/2022,39778,10.8,Overdue
TXN000991,CASE0377,Payment,11/01/2023,27694,,Unpaid
TXN000992,CASE0140,Expense,15/08/2021,28207,,Overdue
TXN000993,CASE0485,Invoice,30/03/2023,21598,,Paid
TXN000994,CASE0071,Payment,21/09/2021,4280,,Paid
TXN000995,CASE0028,Timesheet,30/09/2023,42801,,Pending
TXN000996,CASE0375,Invoice,05/06/2021,4225,,Overdue
TXN000997,CASE0038,Payment,18/08/2021,37673,,Unpaid
TXN000998,CASE0238,Other,09/08/2022,32955,,Pending
TXN000999,CASE0093,Expense,24/08/2023,13005,,Unpaid
TXN001000,CASE0097,Invoice,10/01/2022,47740,,Unpaid
